,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,Value,stats_id,player_id
1334,Daichi Kamada,JPN,2.0,Eint Frankfurt,Bundesliga,25.0,32.0,23.0,2139.0,0.17,1.51,0.29,19.4,0.11,16.1,0.0,0.0,0.0,28.6,78.7,83.7,83.4,60.7,0.13,0.92,0.04,36.3,0.0,8.45,0.8,0.88,0.5,5.21,28.2,1.6,2.82,0.29,0.46,0.71,0.34,0.29,23.3,17.6,1.13,0.04,0.0,0.8,2.31,0.76,5.88,27.9,17.1,1.26,2.23,56.6,34.2,184.9,101.2,1.47,34.0,73.2,0.0,0.0,0.0,1.3,1.3,0.25,0.88,0.0,0.0,0.55,2.18,20.0,FW,3000000000.0,1335,1335
1335,Boubacar Kamara,FRA,2.0,Marseille,Ligue 1,22.0,34.0,31.0,2778.0,0.03,0.71,0.1,13.6,0.05,19.5,0.0,0.0,0.0,71.3,90.8,94.8,93.3,76.5,0.0,0.49,0.1,78.5,1.72,11.8,2.59,0.39,0.0,9.9,64.5,1.52,1.42,0.06,1.26,1.2,0.16,0.78,46.2,15.0,1.36,0.42,0.0,2.1,4.72,3.2,22.9,55.7,14.1,0.45,0.65,70.0,59.9,235.3,112.0,0.91,68.2,96.0,0.16,0.0,0.0,1.42,1.46,0.0,0.39,0.03,0.0,1.65,1.36,54.8,DF,2500000000.0,1336,1336
1336,Hassane Kamara,CIV,2.0,Nice,Ligue 1,28.0,11.0,7.0,544.0,0.0,2.0,0.17,8.3,0.0,17.1,0.0,0.0,0.0,40.0,80.8,90.1,86.8,37.1,0.0,1.17,0.67,49.5,0.5,6.0,0.67,2.5,0.0,38.3,6.5,1.17,1.17,0.17,1.17,1.0,0.67,1.17,70.0,14.8,1.67,0.33,0.0,2.17,5.0,2.0,13.8,33.0,21.3,0.67,1.33,50.0,45.7,221.2,133.3,2.0,44.7,88.4,0.33,0.0,0.0,1.5,1.17,0.5,2.5,0.0,0.0,0.67,2.33,22.2,DF,0.0,1337,1337
1337,Hassane Kamara,CIV,1.0,Watford,Premier League,28.0,19.0,18.0,1623.0,0.06,0.28,0.06,20.0,0.2,25.3,0.0,0.0,0.0,35.3,70.3,84.5,77.7,33.8,0.0,0.5,0.22,50.3,0.61,8.33,0.72,1.06,0.0,32.8,4.78,2.17,1.17,0.0,2.11,1.0,0.28,1.33,60.0,16.7,1.83,0.28,0.0,5.22,8.61,4.78,29.5,28.6,10.1,1.0,1.89,52.9,33.8,181.2,84.0,0.5,28.3,92.4,0.28,0.06,0.06,1.5,0.94,0.0,1.06,0.06,0.0,2.28,0.72,75.9,,0.0,1338,1338
1338,Dimitrije Kamenovi?,SRB,1.0,Lazio,Serie A,21.0,1.0,0.0,45.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,32.0,76.2,60.0,88.9,71.4,0.0,0.0,0.0,42.0,6.0,8.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,100.0,10.0,0.0,0.0,0.0,2.0,4.0,6.0,26.0,28.0,4.0,0.0,0.0,0.0,20.0,70.0,12.0,2.0,20.0,90.9,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,,0.0,1339,1339
1339,Kevin Kampl,SVN,2.0,RB Leipzig,Bundesliga,31.0,27.0,25.0,1899.0,0.0,0.38,0.09,25.0,0.0,20.3,0.0,0.0,0.0,64.3,91.1,94.4,93.4,77.1,0.05,1.0,0.05,70.6,2.56,12.7,0.57,0.24,0.0,8.48,60.2,1.23,1.66,0.14,0.71,1.04,0.24,0.38,21.6,18.2,1.18,0.28,0.0,1.85,3.84,1.94,17.3,52.0,15.3,0.66,1.04,63.6,60.0,312.3,144.9,0.76,59.3,95.6,0.19,0.0,0.0,1.9,0.76,0.0,0.24,0.05,0.0,0.47,0.76,38.5,,500000000.0,1340,1340
1340,Jean-Armel Kana-Biyik,CMR,1.0,Metz,Ligue 1,32.0,10.0,8.0,664.0,0.0,0.14,0.0,0.0,0.0,14.0,0.0,0.0,0.0,37.4,88.5,90.5,95.3,66.7,0.0,0.0,0.0,42.3,1.35,1.76,0.41,0.0,0.0,7.84,32.8,0.81,0.14,0.0,1.35,0.54,0.0,0.68,41.7,9.46,2.16,0.81,0.0,3.51,5.41,7.97,35.1,19.7,0.81,0.27,0.41,66.7,32.6,138.4,55.0,0.27,31.6,98.7,0.14,0.0,0.0,0.54,1.08,0.0,0.0,0.0,0.0,0.95,0.68,58.3,,0.0,1341,1341
1341,Nordine Kandil,FRA,2.0,Strasbourg,Ligue 1,20.0,5.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,49.0,73.1,87.5,66.7,71.4,1.0,2.0,0.0,67.0,1.0,7.0,0.0,3.0,2.0,63.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0,1.0,100.0,19.0,1.0,1.0,0.0,1.0,2.0,2.0,11.0,40.0,43.0,1.0,7.0,14.3,69.0,380.0,193.0,5.0,68.0,89.5,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,FW,400000.0,1342,1342
1342,Harry Kane,ENG,3.0,Tottenham,Premier League,28.0,37.0,36.0,3232.0,0.47,3.65,1.42,38.9,0.1,16.9,0.22,0.11,0.11,18.4,69.2,77.2,74.5,63.5,0.25,1.14,0.22,26.5,0.19,7.08,1.06,1.11,0.0,2.56,20.7,1.78,3.26,0.58,0.08,0.31,0.14,0.22,32.0,10.5,0.61,0.25,0.03,0.19,0.72,1.31,4.15,20.4,18.4,1.73,2.84,60.8,27.9,147.4,69.1,2.03,30.8,63.0,0.14,0.0,0.0,1.28,1.95,0.47,1.11,0.0,0.0,2.65,2.95,47.3,,9000000000.0,1343,1343
1343,Lee Kangin,KOR,2.0,Mallorca,La Liga,21.0,30.0,15.0,1411.0,0.06,2.23,0.83,37.1,0.03,24.7,0.45,0.0,0.0,27.0,72.1,89.8,74.2,36.7,0.13,0.83,0.13,37.5,2.04,8.09,2.36,1.59,3.25,31.1,3.95,0.89,3.06,0.19,0.25,0.38,0.13,0.38,23.1,14.9,0.96,0.06,0.0,0.83,1.59,0.64,6.24,25.8,22.0,2.17,3.76,57.6,37.3,158.2,69.4,2.74,34.9,80.8,0.25,0.06,0.06,1.72,2.68,0.06,1.59,0.0,0.06,0.83,2.87,22.4,FW,0.0,1344,1344
1344,N'Golo Kanté,FRA,2.0,Chelsea,Premier League,31.0,26.0,21.0,1773.0,0.1,0.86,0.46,52.9,0.12,18.6,0.0,0.0,0.0,56.7,87.1,90.5,88.3,78.4,0.2,1.52,0.0,65.1,0.36,9.9,0.96,0.56,0.0,6.9,56.4,2.18,3.1,0.66,1.12,1.12,0.66,0.96,50.0,19.5,1.88,0.1,0.0,2.23,5.13,1.57,14.9,41.8,26.1,1.57,2.34,67.4,56.7,297.3,169.9,1.73,58.6,92.9,0.1,0.0,0.0,1.52,1.32,0.0,0.56,0.0,0.0,0.91,0.96,48.6,,2000000000.0,1345,1345
1345,Stefanos Kapino,GRE,4.0,Arminia,Bundesliga,28.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,64.5,0.0,100.0,45.0,0.0,0.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,6.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,34.0,0.0,0.0,0.0,0.0,0.0,17.0,137.0,88.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,350000.0,1346,1346
1346,Atakan Karazor,GER,2.0,Stuttgart,Bundesliga,25.0,24.0,23.0,1898.0,0.0,0.43,0.09,22.2,0.0,25.7,0.0,0.0,0.0,41.2,84.1,87.8,90.0,68.8,0.05,0.47,0.05,49.1,2.23,10.0,0.95,0.14,0.0,6.54,37.3,1.09,1.61,0.09,0.71,1.42,0.14,0.76,44.4,20.1,2.61,0.81,0.0,2.09,4.36,5.21,19.8,37.3,7.44,0.57,1.14,50.0,35.2,133.7,67.3,0.95,35.5,92.7,0.43,0.05,0.05,1.9,2.18,0.0,0.14,0.0,0.0,2.94,1.99,59.6,,450000000.0,1347,1347
1347,Rick Karsdorp,NED,1.0,Roma,Serie A,27.0,36.0,32.0,2883.0,0.0,0.06,0.03,50.0,0.0,24.3,0.0,0.0,0.0,46.9,82.0,88.6,86.8,66.5,0.06,1.88,0.69,57.2,0.44,4.34,1.19,2.75,0.0,1.69,46.4,1.97,2.47,0.16,1.13,0.53,0.25,0.84,56.3,10.4,0.91,0.16,0.0,1.66,3.56,2.28,17.9,29.3,19.2,0.34,0.78,44.0,40.2,172.6,85.8,0.22,41.2,93.1,0.28,0.03,0.03,0.84,0.44,0.0,2.75,0.03,0.0,0.22,0.38,36.8,,900000000.0,1348,1348
1348,Denso Kasius,NED,1.0,Bologna,Serie A,19.0,7.0,1.0,180.0,0.0,1.0,0.5,50.0,0.0,21.6,0.0,0.0,0.0,51.5,85.1,94.5,84.6,77.8,0.0,1.5,0.5,60.5,0.0,10.5,0.5,3.5,0.0,6.5,42.5,1.0,4.0,0.0,2.5,2.0,0.5,1.0,40.0,19.5,3.0,0.0,0.0,2.5,7.5,3.0,22.0,38.0,28.0,1.5,4.0,37.5,50.0,321.0,206.5,1.0,48.0,92.3,0.0,0.0,0.0,0.5,2.0,0.0,3.5,0.0,0.0,1.0,1.5,40.0,,200000000.0,1349,1349
1349,Grigoris Kastanos,CYP,2.0,Salernitana,Serie A,24.0,27.0,16.0,1348.0,0.07,1.87,0.53,28.6,0.04,21.9,0.13,0.0,0.0,28.8,72.4,82.3,82.9,50.5,0.07,1.2,0.13,39.8,2.07,8.87,1.6,1.13,2.2,28.3,8.07,1.73,4.0,0.47,0.8,1.0,0.33,0.27,19.0,18.2,1.6,0.33,0.0,2.2,4.33,1.67,11.0,25.9,20.0,1.27,2.07,61.3,34.1,175.1,101.5,1.4,32.2,86.6,0.27,0.07,0.0,2.07,2.53,0.13,1.13,0.0,0.0,1.6,0.8,66.7,FW,130000000.0,1350,1350
1350,Silas Katompa,COD,2.0,Stuttgart,Bundesliga,23.0,9.0,3.0,277.0,0.0,0.65,0.0,0.0,0.0,12.2,0.0,0.0,0.0,12.9,63.5,75.0,64.7,40.0,0.0,0.32,0.32,20.3,0.0,2.9,0.97,1.94,0.0,2.58,15.2,1.61,0.65,0.32,1.29,0.0,0.0,0.65,33.3,20.3,1.61,0.0,0.0,0.97,2.26,0.97,9.03,18.4,17.7,2.58,5.81,44.4,32.9,118.4,56.8,5.16,26.5,67.8,0.0,0.0,0.0,1.29,2.58,0.97,1.94,0.0,0.0,0.32,0.97,25.0,FW,0.0,1351,1351
1351,Noah Katterbach,GER,1.0,Köln,Bundesliga,21.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,60.0,0.0,15.0,0.0,5.0,0.0,35.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,20.0,25.0,30.0,5.0,10.0,50.0,50.0,105.0,40.0,0.0,30.0,75.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,,0.0,1352,1352
1352,Eiji Kawashima,JPN,4.0,Strasbourg,Ligue 1,39.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,90.3,100.0,100.0,70.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,17.0,68.0,42.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200000.0,1353,1353
1353,Edo Kayembe,COD,2.0,Watford,Premier League,23.0,13.0,9.0,799.0,0.0,0.67,0.0,0.0,0.0,28.8,0.0,0.0,0.0,41.0,85.3,91.1,89.3,78.8,0.0,0.34,0.0,48.1,0.45,8.43,2.36,0.45,0.34,38.9,5.51,1.01,1.46,0.0,1.12,1.01,0.22,0.56,50.0,14.3,1.46,0.11,0.0,1.57,3.93,3.37,19.0,36.1,8.65,0.56,1.35,41.7,40.6,247.5,116.6,1.24,36.2,93.9,0.0,0.0,0.0,0.67,0.9,0.11,0.45,0.0,0.0,1.24,2.13,36.7,,0.0,1354,1354
1354,Moise Kean,ITA,3.0,Everton,Premier League,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000000000.0,1355,1355
1355,Moise Kean,ITA,3.0,Juventus,Serie A,22.0,32.0,12.0,1098.0,0.41,2.3,0.82,35.7,0.18,10.7,0.0,0.0,0.0,14.7,75.2,79.8,76.1,68.0,0.16,0.25,0.08,19.5,0.08,5.16,0.49,0.9,0.0,3.36,13.0,0.57,0.82,0.16,0.25,0.33,0.25,0.33,50.0,14.3,0.74,0.0,0.0,0.33,1.15,0.74,5.0,15.0,15.2,1.56,3.03,51.4,22.0,101.4,54.9,2.13,24.9,60.3,0.41,0.0,0.0,1.97,1.31,0.98,0.9,0.0,0.0,1.97,1.39,58.5,,2000000000.0,1356,1356
1356,Michael Keane,ENG,1.0,Everton,Premier League,29.0,32.0,31.0,2792.0,0.1,0.65,0.19,30.0,0.15,11.9,0.0,0.0,0.0,28.9,77.6,84.9,85.0,63.1,0.06,0.16,0.0,37.2,0.94,5.77,1.45,0.0,0.0,6.9,24.5,0.71,0.45,0.03,1.13,0.39,0.06,0.81,58.1,7.35,1.65,1.03,0.0,2.0,3.58,7.81,25.8,22.4,1.97,0.16,0.23,71.4,24.2,132.9,59.9,0.1,25.2,96.7,0.13,0.03,0.03,0.55,0.35,0.03,0.0,0.0,0.06,3.9,2.32,62.7,,1000000000.0,1357,1357
1357,Ilan Kebbal,ALG,2.0,Reims,Ligue 1,23.0,31.0,21.0,1772.0,0.05,1.37,0.3,22.2,0.04,18.9,0.0,0.0,0.0,31.6,74.2,80.7,79.7,58.1,0.2,2.13,0.3,42.6,1.07,8.07,1.12,1.83,1.52,33.8,7.21,2.18,3.96,0.36,0.66,0.51,0.51,0.36,17.5,20.2,0.96,0.0,0.0,0.96,2.64,0.81,7.51,28.7,24.0,1.83,2.84,64.3,42.5,227.0,127.5,2.18,40.6,81.0,0.05,0.0,0.0,0.76,2.59,0.36,1.83,0.0,0.0,0.2,1.07,16.0,FW,0.0,1358,1358
1358,Wajdi Kechrida,TUN,1.0,Salernitana,Serie A,26.0,17.0,10.0,952.0,0.0,0.57,0.09,16.7,0.0,19.8,0.0,0.0,0.0,23.5,72.6,88.5,75.9,35.3,0.09,1.32,0.75,32.4,0.09,3.77,0.57,2.08,0.66,1.79,26.0,1.13,1.7,0.19,0.94,0.57,0.0,0.47,50.0,12.4,1.79,0.19,0.0,0.75,2.26,2.45,10.9,17.4,14.7,0.28,0.47,60.0,24.4,144.0,85.2,0.75,22.3,81.7,0.0,0.0,0.0,0.94,0.09,0.09,2.08,0.0,0.0,0.28,1.04,21.4,MF,800000.0,1359,1359
1359,Thilo Kehrer,GER,1.0,Paris S-G,Ligue 1,25.0,27.0,16.0,1513.0,0.12,0.54,0.24,44.4,0.22,13.1,0.0,0.0,0.0,68.7,95.0,97.8,95.4,85.0,0.0,0.06,0.0,72.3,0.95,6.43,0.89,0.3,0.0,21.7,45.4,0.6,0.54,0.06,0.65,0.65,0.36,0.54,42.9,10.7,1.37,0.71,0.0,1.79,3.45,6.67,30.0,44.4,10.1,0.24,0.36,66.7,58.8,247.0,114.3,0.6,62.7,96.7,0.0,0.0,0.0,0.95,0.65,0.0,0.3,0.0,0.0,1.9,1.01,65.3,,1800000000.0,1360,1360
1360,Habib Keita,MLI,2.0,Lyon,Ligue 1,20.0,3.0,0.0,7.0,0.0,20.0,20.0,100.0,0.0,17.4,0.0,0.0,0.0,60.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,60.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,0.0,0.0,0.0,40.0,90.0,40.0,0.0,80.0,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,FW,0.0,1361,1361
1361,Naby Keïta,GUI,2.0,Liverpool,Premier League,27.0,23.0,14.0,1173.0,0.23,2.0,0.54,26.9,0.12,21.3,0.0,0.0,0.0,50.1,85.8,90.9,88.3,70.2,0.08,1.69,0.0,58.4,0.15,9.0,0.23,0.54,0.0,7.69,47.8,2.08,3.31,0.46,1.46,1.46,0.69,1.38,51.4,24.7,1.85,0.15,0.0,1.54,5.15,1.08,10.5,40.9,24.4,1.15,1.92,60.0,50.0,236.8,139.5,0.77,51.5,88.3,0.23,0.0,0.0,2.31,1.08,0.0,0.54,0.0,0.0,0.62,1.23,33.3,,1700000000.0,1362,1362
1362,Yannik Keitel,GER,2.0,Freiburg,Bundesliga,22.0,12.0,5.0,504.0,0.0,1.96,0.36,18.2,0.0,16.5,0.0,0.0,0.0,23.0,69.4,75.8,74.1,51.4,0.0,0.0,0.0,33.2,0.89,7.86,0.54,0.0,0.0,8.57,19.3,0.71,1.25,0.0,1.25,1.07,0.36,1.07,42.9,18.2,1.61,0.18,0.0,1.43,4.11,2.5,11.3,24.3,9.82,0.0,0.18,0.0,24.3,102.7,44.5,1.07,22.9,85.9,0.18,0.0,0.0,2.32,1.07,0.0,0.0,0.0,0.18,2.68,1.96,57.7,,400000000.0,1363,1363
1363,Caoimhín Kelleher,IRL,4.0,Liverpool,Premier League,23.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,90.0,100.0,100.0,60.9,0.0,0.0,0.0,45.0,3.5,7.0,0.0,0.0,0.0,12.5,26.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,47.0,0.0,0.0,0.0,0.0,0.0,26.5,80.0,46.5,0.0,27.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,800000000.0,1364,1364
1364,Marc-Oliver Kempf,GER,1.0,Hertha BSC,Bundesliga,27.0,12.0,12.0,1051.0,0.0,0.68,0.09,12.5,0.0,9.2,0.0,0.0,0.0,27.0,72.5,86.3,82.7,45.9,0.09,0.26,0.0,37.3,2.74,7.09,1.54,0.34,0.0,27.2,4.19,0.85,0.94,0.17,1.28,0.09,0.17,0.51,42.9,8.55,1.79,0.6,0.0,3.16,4.7,6.58,26.4,22.1,2.91,0.34,0.34,100.0,24.7,137.8,64.7,0.34,24.1,97.9,0.09,0.09,0.0,1.2,1.11,0.0,0.34,0.09,0.0,3.93,2.14,64.8,,0.0,1365,1365
1365,Marc-Oliver Kempf,GER,1.0,Stuttgart,Bundesliga,27.0,12.0,10.0,840.0,0.32,1.4,0.65,46.2,0.23,12.7,0.0,0.0,0.0,51.4,82.7,90.6,88.5,62.9,0.0,0.32,0.0,62.2,2.15,7.63,1.61,0.22,0.0,47.2,8.71,1.18,1.4,0.0,1.4,0.86,0.22,1.08,50.0,14.7,2.37,1.61,0.0,1.94,4.41,9.89,30.0,41.2,7.53,0.43,0.54,80.0,44.4,224.7,125.4,0.32,46.3,96.9,0.22,0.0,0.0,1.51,0.86,0.0,0.22,0.11,0.0,4.09,2.26,64.4,,0.0,1366,1366
1366,Kenedy,BRA,1.0,Chelsea,Premier League,26.0,1.0,1.0,58.0,0.0,1.67,0.0,0.0,0.0,17.0,0.0,0.0,0.0,63.3,77.6,81.0,90.0,40.0,1.67,6.67,0.0,81.7,0.0,8.33,1.67,5.0,0.0,68.3,5.0,1.67,5.0,1.67,0.0,1.67,3.33,0.0,0.0,15.0,3.33,0.0,0.0,0.0,5.0,3.33,15.0,40.0,50.0,0.0,1.67,0.0,73.3,268.3,126.7,3.33,75.0,95.7,0.0,0.0,0.0,1.67,0.0,0.0,5.0,0.0,0.0,0.0,1.67,0.0,,300000000.0,1367,1367
1367,Jonjoe Kenny,ENG,1.0,Everton,Premier League,25.0,15.0,11.0,1018.0,0.0,0.44,0.0,0.0,0.0,23.8,0.0,0.0,0.0,31.2,74.4,90.7,73.9,51.8,0.09,0.8,0.53,41.9,0.35,6.55,0.71,1.33,0.0,1.86,29.1,1.68,1.77,0.18,0.8,0.8,0.09,1.24,50.0,12.5,1.5,0.18,0.0,2.83,4.51,3.19,15.0,24.5,14.2,0.27,0.8,33.3,26.9,110.6,56.1,0.35,25.5,92.0,0.27,0.09,0.09,0.97,0.53,0.09,1.33,0.0,0.0,1.15,1.42,44.8,,400000000.0,1368,1368
1368,Dimitrios Keramitsis,GRE,1.0,Roma,Serie A,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1369,1369
1369,Franck Kessié,CIV,2.0,Milan,Serie A,25.0,31.0,25.0,2308.0,0.23,1.25,0.31,25.0,0.13,18.2,0.0,0.08,0.12,45.4,87.4,91.0,90.7,74.9,0.0,0.7,0.16,51.9,1.56,5.98,1.33,0.39,0.0,10.0,38.8,1.17,2.58,0.04,0.82,0.98,0.23,0.7,60.0,16.6,1.76,0.35,0.0,1.88,3.91,2.34,14.9,35.9,15.2,0.9,1.33,67.6,42.2,215.0,96.4,1.21,43.7,89.4,0.08,0.0,0.0,1.48,1.37,0.04,0.39,0.04,0.0,1.41,1.37,50.7,,2800000000.0,1370,1370
1370,Saîf-Eddine Khaoui,TUN,2.0,Clermont Foot,Ligue 1,27.0,23.0,9.0,927.0,0.1,1.84,0.68,36.8,0.05,18.4,0.19,0.0,0.0,28.3,73.5,85.9,75.9,44.3,0.0,0.78,0.1,38.4,1.94,6.89,1.17,1.36,3.01,33.6,3.2,1.75,2.91,0.1,0.68,0.97,0.58,0.49,33.3,17.7,0.97,0.0,0.0,1.75,3.98,0.58,6.31,25.6,20.4,1.36,1.75,77.8,28.2,112.7,50.0,1.17,33.0,82.7,0.1,0.0,0.0,1.17,1.46,0.0,1.36,0.0,0.0,0.19,0.87,18.2,FW,150000000.0,1371,1371
1371,Wahbi Khazri,TUN,3.0,Saint-Étienne,Ligue 1,31.0,30.0,26.0,2225.0,0.4,2.83,0.73,25.7,0.09,23.3,0.36,0.16,0.16,17.4,69.1,82.6,70.3,49.2,0.0,1.01,0.16,25.2,0.32,5.63,1.74,1.66,0.85,1.9,21.1,1.46,2.79,0.12,0.16,0.69,0.4,0.32,25.8,15.3,0.65,0.0,0.0,0.89,2.15,0.45,3.28,19.6,19.4,1.09,2.51,43.5,26.7,146.8,83.2,2.55,26.4,62.5,0.24,0.0,0.0,0.85,1.98,0.89,1.66,0.0,0.0,0.65,1.54,29.6,MF,300000000.0,1372,1372
1372,Rani Khedira,GER,2.0,Union Berlin,Bundesliga,28.0,32.0,32.0,2757.0,0.0,0.42,0.07,15.4,0.0,17.8,0.0,0.0,0.0,22.8,73.7,79.7,79.0,50.4,0.03,0.36,0.16,30.9,0.33,6.9,0.46,0.56,0.0,4.84,22.4,0.65,0.72,0.07,1.18,1.11,0.33,0.65,40.0,22.6,1.54,0.26,0.0,1.57,4.18,1.37,9.74,24.5,7.25,0.56,0.72,77.3,20.6,87.8,35.6,0.72,21.5,86.1,0.2,0.0,0.0,2.09,1.27,0.0,0.56,0.0,0.0,1.44,1.47,49.4,,800000000.0,1373,1373
1373,Kike,ESP,3.0,Osasuna,La Liga,32.0,33.0,18.0,1862.0,0.24,2.46,0.92,37.3,0.08,14.9,0.0,0.05,0.05,17.0,67.9,74.5,66.7,56.9,0.05,0.82,0.19,25.0,0.0,8.79,0.63,1.06,0.0,5.8,13.1,1.3,2.37,0.19,0.24,0.19,0.39,0.19,20.0,16.5,0.68,0.14,0.0,0.48,1.3,0.63,3.0,18.9,19.4,0.63,1.11,56.5,24.8,120.6,41.8,2.51,29.3,56.4,0.1,0.0,0.0,1.21,1.93,0.43,1.06,0.0,0.0,3.96,6.28,38.7,,0.0,1374,1374
1374,Luca Kilian,GER,3.0,Mainz 05,Bundesliga,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,450000000.0,1375,1375
1375,Luca Kilian,GER,1.0,Köln,Bundesliga,22.0,30.0,25.0,2281.0,0.04,0.2,0.08,40.0,0.2,6.2,0.0,0.0,0.0,45.7,85.6,85.5,93.3,71.3,0.0,0.12,0.0,53.4,1.82,4.9,1.58,0.12,0.0,5.14,43.8,0.55,0.4,0.08,1.3,0.51,0.04,0.91,48.9,11.3,1.74,0.67,0.0,2.53,4.39,10.2,44.9,22.7,1.54,0.04,0.12,33.3,37.8,224.7,105.8,0.16,41.0,98.1,0.12,0.0,0.0,0.4,0.47,0.0,0.12,0.04,0.0,2.69,2.09,56.2,,450000000.0,1376,1376
